stateUt _code,stateUt,constituencyNo,constituencyName,candidateName,partyNames,votes,status
S24,Uttar Pradesh,53,Barabanki,BABOORAM,Independent,3669,Lost
S24,Uttar Pradesh,53,Barabanki,RAMLAKHAN PASI,Independent,2928,Lost
S24,Uttar Pradesh,53,Barabanki,MITHALESH KUMARI,Independent,2321,Lost
S24,Uttar Pradesh,53,Barabanki,DEVATADEEN GAUTAM,Independent,2173,Lost
S24,Uttar Pradesh,53,Barabanki,ASHA DEVI,Swatantrata Abhivyakti Party,2020,Lost
S24,Uttar Pradesh,53,Barabanki,PROF. (DR.) RAM GHULAM RAZDAN,Public Adhikar Socialist Indian Party,1493,Lost
S24,Uttar Pradesh,53,Barabanki,MAHENDRA KUMAR RAWAT,Awami Samta Party,1190,Lost
S24,Uttar Pradesh,53,Barabanki,OMKAR,Independent,1138,Lost
S24,Uttar Pradesh,53,Barabanki,ADVOCATE SANTOSH RAWAT,Dr. Bhimrao Ambedkar Dal,1078,Lost
S24,Uttar Pradesh,53,Barabanki,PREMCHANDRA HARIJAN,Sardar Patel Siddhant Party,1076,Lost
S24,Uttar Pradesh,53,Barabanki,NOTA,NOTA,8221,NOTA
S24,Uttar Pradesh,54,Faizabad,AWADHESH PRASAD,Samajwadi Party,554289,Won
S24,Uttar Pradesh,54,Faizabad,LALLU SINGH,Bharatiya Janata Party,499722,Lost
S24,Uttar Pradesh,54,Faizabad,SACHIDANAND PANDEY,Bahujan Samaj Party,46407,Lost
S24,Uttar Pradesh,54,Faizabad,ARVIND SEN,Communist Party of India,15367,Lost
S24,Uttar Pradesh,54,Faizabad,SUNIL KUMAR BHATT,Independent,3827,Lost
S24,Uttar Pradesh,54,Faizabad,KANCHAN YADAV,Moulik Adhikar Party,2666,Lost
S24,Uttar Pradesh,54,Faizabad,AMBRISH DEV GUPTA,Bharat Mahaparivar Party,2218,Lost
S24,Uttar Pradesh,54,Faizabad,FAREED SALMANI,Independent,1780,Lost
S24,Uttar Pradesh,54,Faizabad,LAL MANI URF L.M. TRIPATHI (BHAI SAHAB),Independent,1717,Lost
S24,Uttar Pradesh,54,Faizabad,ANIL KUMAR RAVAT,Rashtriya Janshakti Samaj Party,1638,Lost
S24,Uttar Pradesh,54,Faizabad,JAGAT SINGH,Independent,1254,Lost
S24,Uttar Pradesh,54,Faizabad,BRAJENDRA DUTT TRIPATHI URF B. D. TRIPATHI,Adarshwaadi Congress Party,1173,Lost
S24,Uttar Pradesh,54,Faizabad,ARUN KUMAR,Independent,1067,Lost
S24,Uttar Pradesh,54,Faizabad,NOTA,NOTA,7536,NOTA
S24,Uttar Pradesh,55,Ambedkar Nagar,LALJI VERMA,Samajwadi Party,544959,Won
S24,Uttar Pradesh,55,Ambedkar Nagar,RITESH PANDEY,Bharatiya Janata Party,407712,Lost
S24,Uttar Pradesh,55,Ambedkar Nagar,QAMAR HAYAT,Bahujan Samaj Party,199499,Lost
S24,Uttar Pradesh,55,Ambedkar Nagar,NEELAM SINGH,Moolniwasi Samaj Party,4331,Lost
S24,Uttar Pradesh,55,Ambedkar Nagar,SHABANA KHATOON,Peace Party,3990,Lost
S24,Uttar Pradesh,55,Ambedkar Nagar,JAVED AHMAD SIDDIQUI,Independent,3860,Lost
S24,Uttar Pradesh,55,Ambedkar Nagar,RAM NARESH PRAJAPATI,Bhagidari Party(P),3413,Lost
S24,Uttar Pradesh,55,Ambedkar Nagar,VIVEK KUMAR,Bhartiya Shakti Chetna Party,1850,Lost
S24,Uttar Pradesh,55,Ambedkar Nagar,NOTA,NOTA,7448,NOTA
S24,Uttar Pradesh,56,Baharaich,ANAND KUMAR,Bharatiya Janata Party,518802,Won
S24,Uttar Pradesh,56,Baharaich,RAMESH CHANDRA,Samajwadi Party,454575,Lost
S24,Uttar Pradesh,56,Baharaich,DR. BRIJESH KUMAR,Bahujan Samaj Party,50448,Lost
S24,Uttar Pradesh,56,Baharaich,ARVIND KUMAR,Bhartiya Awam Party (Rastriya),6160,Lost
S24,Uttar Pradesh,56,Baharaich,RAMESH BALMIKI,Independent,3227,Lost
S24,Uttar Pradesh,56,Baharaich,BECHULAL,Independent,2920,Lost
S24,Uttar Pradesh,56,Baharaich,JANARDAN GOND,Independent,2673,Lost
S24,Uttar Pradesh,56,Baharaich,RAM MILAN,Sardar Patel Siddhant Party,1699,Lost
S24,Uttar Pradesh,56,Baharaich,RINKU SAHANI,Rashtra Dharak Dal,1683,Lost
S24,Uttar Pradesh,56,Baharaich,JAGRAM,Independent,1515,Lost
S24,Uttar Pradesh,56,Baharaich,NOTA,NOTA,12864,NOTA
S24,Uttar Pradesh,57,Kaiserganj,KARAN BHUSHAN SINGH,Bharatiya Janata Party,571263,Won
S24,Uttar Pradesh,57,Kaiserganj,BHAGAT RAM,Samajwadi Party,422420,Lost
S24,Uttar Pradesh,57,Kaiserganj,NARENDRA PANDEY,Bahujan Samaj Party,44279,Lost
S24,Uttar Pradesh,57,Kaiserganj,ARUNIMA PANDEY,Independent,9250,Lost
S24,Uttar Pradesh,57,Kaiserganj,NOTA,NOTA,14887,NOTA
S24,Uttar Pradesh,58,Shrawasti,RAM SHIROMANI VERMA,Samajwadi Party,511055,Won
S24,Uttar Pradesh,58,Shrawasti,SAKET MISRA,Bharatiya Janata Party,434382,Lost
S24,Uttar Pradesh,58,Shrawasti,MUINUDDIN AHAMAD KHAN URF HAZI DADDAN KHAN,Bahujan Samaj Party,56251,Lost
S24,Uttar Pradesh,58,Shrawasti,AHMAD JIYA KHAN,Peace Party,15630,Lost
S24,Uttar Pradesh,58,Shrawasti,SHANTI DEVI,Independent,4011,Lost
S24,Uttar Pradesh,58,Shrawasti,SUJEET KUMAR,Independent,3946,Lost
S24,Uttar Pradesh,58,Shrawasti,YUGAL KISHOR SHUKLA,Aam Janta Party (India),2673,Lost
S24,Uttar Pradesh,58,Shrawasti,KRISHNA KUMAR MAURYA,Samyak Party,2267,Lost
S24,Uttar Pradesh,58,Shrawasti,MALIK RAM,Independent,2113,Lost
S24,Uttar Pradesh,58,Shrawasti,ANIL KUMAR TIWARI,Independent,1514,Lost
S24,Uttar Pradesh,58,Shrawasti,HANUMAN PRASAD MISHRA,Kisan Mazdoor Sangharsh Party,1495,Lost
S24,Uttar Pradesh,58,Shrawasti,KUMARI GEETA GAUTAM,Rashtriya Janta Party,1319,Lost
S24,Uttar Pradesh,58,Shrawasti,NOTA,NOTA,9872,NOTA
S24,Uttar Pradesh,59,Gonda,KIRTIVARDHAN SINGH,Bharatiya Janata Party,474258,Won
S24,Uttar Pradesh,59,Gonda,SHREYA VERMA,Samajwadi Party,428034,Lost
S24,Uttar Pradesh,59,Gonda,SAURABH,Bahujan Samaj Party,29429,Lost
S24,Uttar Pradesh,59,Gonda,RAM UJAGAR,Independent,3535,Lost
S24,Uttar Pradesh,59,Gonda,ARUNIMA PANDEY,Independent,3073,Lost
S24,Uttar Pradesh,59,Gonda,RAGHAVENDRA,Bhartiya Shakti Chetna Party,2028,Lost
S24,Uttar Pradesh,59,Gonda,RAJKUMAR,Independent,1989,Lost
S24,Uttar Pradesh,59,Gonda,VINOD KUMAR SINGH,Bhartiya Uday Nirman Party,1483,Lost
S24,Uttar Pradesh,59,Gonda,NOTA,NOTA,9055,NOTA
S24,Uttar Pradesh,6,Moradabad,RUCHI VIRA,Samajwadi Party,637363,Won
S24,Uttar Pradesh,6,Moradabad,KUNWAR SARVESH KUMAR,Bharatiya Janata Party,531601,Lost
S24,Uttar Pradesh,6,Moradabad,MO IRFAN,Bahujan Samaj Party,92313,Lost
S24,Uttar Pradesh,6,Moradabad,AJAY YADAV,Apna Haq Party,4094,Lost
S24,Uttar Pradesh,6,Moradabad,MUSHARRAT HUSAIN,Independent,2583,Lost
S24,Uttar Pradesh,6,Moradabad,SADHNA SINGH,Independent,2296,Lost
S24,Uttar Pradesh,6,Moradabad,MOHD JAMSHED,Independent,1719,Lost
S24,Uttar Pradesh,6,Moradabad,ONKAR SINGH,Bharatiya Bahujan Samta Party,1459,Lost
S24,Uttar Pradesh,6,Moradabad,SHAKIL AHMED,Samata Party,1356,Lost
S24,Uttar Pradesh,6,Moradabad,AMARJEET SINGH JATAV,Independent,952,Lost
S24,Uttar Pradesh,6,Moradabad,HAR KISHORE SINGH,Socialist Unity Centre Of India (COMMUNIST),940,Lost
S24,Uttar Pradesh,6,Moradabad,GANGARAM SHARMA,Rashtriya Congress(J) Party,685,Lost
S24,Uttar Pradesh,6,Moradabad,NOTA,NOTA,5824,NOTA
S24,Uttar Pradesh,60,Domariyaganj,JAGDAMBIKA PAL,Bharatiya Janata Party,463303,Won
S24,Uttar Pradesh,60,Domariyaganj,BHISHMA SHANKAR ALIAS KUSHAL TIWARI,Samajwadi Party,420575,Lost
S24,Uttar Pradesh,60,Domariyaganj,AMAR SINGH CHAUDHARY,Aazad Samaj Party (Kanshi Ram),81305,Lost
S24,Uttar Pradesh,60,Domariyaganj,MD. NADEEM,Bahujan Samaj Party,35936,Lost
S24,Uttar Pradesh,60,Domariyaganj,NAUSHAD AZAM,Peace Party,5138,Lost
S24,Uttar Pradesh,60,Domariyaganj,KIRAN DEVI,Independent,3261,Lost
S24,Uttar Pradesh,60,Domariyaganj,NOTA,NOTA,9447,NOTA
S24,Uttar Pradesh,61,Basti,RAM PRASAD CHAUDHARY,Samajwadi Party,527005,Won
S24,Uttar Pradesh,61,Basti,HARISH CHANDRA ALIAS HARISH DWIVEDI,Bharatiya Janata Party,426011,Lost
S24,Uttar Pradesh,61,Basti,LAVKUSH PATEL,Bahujan Samaj Party,103301,Lost
S24,Uttar Pradesh,61,Basti,PANKAJ DUBEY,Log Party,4627,Lost
S24,Uttar Pradesh,61,Basti,PREM KUMAR,Moulik Adhikar Party,3611,Lost
S24,Uttar Pradesh,61,Basti,HAFIZ ALI,All India Forward Bloc,2988,Lost
S24,Uttar Pradesh,61,Basti,RAM KARAN GAUTAM,Independent,2645,Lost
S24,Uttar Pradesh,61,Basti,PRAMOD KUMAR,Independent,2557,Lost
S24,Uttar Pradesh,61,Basti,SHAILENDRA KUMAR,Bharat Mahaparivar Party,2364,Lost
S24,Uttar Pradesh,61,Basti,NOTA,NOTA,7761,NOTA
S24,Uttar Pradesh,62,Sant Kabir Nagar,LAXMIKANT PAPPU NISHAD,Samajwadi Party,498695,Won
S24,Uttar Pradesh,62,Sant Kabir Nagar,PRAVIN KUMAR NISHAD,Bharatiya Janata Party,406525,Lost
S24,Uttar Pradesh,62,Sant Kabir Nagar,NADEEM ASHRAF,Bahujan Samaj Party,150812,Lost
S24,Uttar Pradesh,62,Sant Kabir Nagar,DHEERAJ SRIVASTAV,Pragatisheel Samaj Party,5140,Lost
S24,Uttar Pradesh,62,Sant Kabir Nagar,RAM KRISHNA DWIVEDI,Independent,4509,Lost
S24,Uttar Pradesh,62,Sant Kabir Nagar,SATYVANT PRATAP SINGH,Independent,4358,Lost
S24,Uttar Pradesh,62,Sant Kabir Nagar,KULDEEP,Sardar Patel Siddhant Party,3595,Lost
S24,Uttar Pradesh,62,Sant Kabir Nagar,MITRASEN,Independent,2544,Lost
S24,Uttar Pradesh,62,Sant Kabir Nagar,RAJENDRA YADAV URF COLONEL SAHAB,Sarvjan Awaz Party,2239,Lost
S24,Uttar Pradesh,62,Sant Kabir Nagar,ANAND KUMAR GAUTAM,Independent,1850,Lost
S24,Uttar Pradesh,62,Sant Kabir Nagar,SUBHASH CHANDRA DUBEY,Naki Bharatiya Ekta Party,1708,Lost
S24,Uttar Pradesh,62,Sant Kabir Nagar,NOTA,NOTA,9227,NOTA
S24,Uttar Pradesh,63,Maharajganj,PANKAJ CHAUDHARY,Bharatiya Janata Party,591310,Won
S24,Uttar Pradesh,63,Maharajganj,VIRENDRA CHAUDHARY,Indian National Congress,555859,Lost
S24,Uttar Pradesh,63,Maharajganj,MO MAUSME ALAM,Bahujan Samaj Party,32955,Lost
S24,Uttar Pradesh,63,Maharajganj,BRIJESH,Abhay Samaj Party,8583,Lost
S24,Uttar Pradesh,63,Maharajganj,CHHEDI MAJDOOR,Independent,3834,Lost
S24,Uttar Pradesh,63,Maharajganj,RAMPRIT,Independent,3029,Lost
S24,Uttar Pradesh,63,Maharajganj,SUNIL,Independent,2718,Lost
S24,Uttar Pradesh,63,Maharajganj,VINOD KUMAR PATEL,Sardar Patel Siddhant Party,2418,Lost
S24,Uttar Pradesh,63,Maharajganj,NOTA,NOTA,9745,NOTA
S24,Uttar Pradesh,64,Gorakhpur,RAVINDRA SHUKLA ALIAS RAVI KISHAN,Bharatiya Janata Party,585834,Won
S24,Uttar Pradesh,64,Gorakhpur,KAJAL NISHAD,Samajwadi Party,482308,Lost
S24,Uttar Pradesh,64,Gorakhpur,JAVED ASHRAF ALIAS JAVED SIMNANI,Bahujan Samaj Party,55781,Lost
S24,Uttar Pradesh,64,Gorakhpur,ANAND KUMAR YADAV ALIAS ANAND KUMAR FAUJI,Bharatheeya Jawan Kisan Party,4955,Lost
S24,Uttar Pradesh,64,Gorakhpur,PINTU SAHANI,Independent,4032,Lost
S24,Uttar Pradesh,64,Gorakhpur,SHIVSHANKAR PRAJAPATI,Bhagidari Party(P),2635,Lost
S24,Uttar Pradesh,64,Gorakhpur,SUDHANSHU,Independent,2395,Lost
S24,Uttar Pradesh,64,Gorakhpur,SANJAY SINGH RANA,Bhartiya Sarvdharm Party,2012,Lost
S24,Uttar Pradesh,64,Gorakhpur,NAFEES AKHTAR,Independent,1880,Lost
S24,Uttar Pradesh,64,Gorakhpur,ANKIT SHAH,Bharatiya Yuva Jan Ekta Party,1874,Lost
S24,Uttar Pradesh,64,Gorakhpur,AMITA BHARATI,Independent,1364,Lost
S24,Uttar Pradesh,64,Gorakhpur,SONU RAI,Mera Adhikaar Rashtriya Dal,898,Lost
S24,Uttar Pradesh,64,Gorakhpur,SHRIRAM PRASAD,Al-Hind Party,764,Lost
S24,Uttar Pradesh,64,Gorakhpur,NOTA,NOTA,7681,NOTA
S24,Uttar Pradesh,65,Kushi Nagar,VIJAY KUMAR DUBAY,Bharatiya Janata Party,516345,Won
S24,Uttar Pradesh,65,Kushi Nagar,AJAY PRATAP SINGH URF PINTU SAITHWAR,Samajwadi Party,434555,Lost
S24,Uttar Pradesh,65,Kushi Nagar,SUBH NARAYAN CHAUHAN,Bahujan Samaj Party,67208,Lost
S24,Uttar Pradesh,65,Kushi Nagar,SWAMI PRASAD MAURYA,Rashtriya Shoshit Samaj Party,36575,Lost
S24,Uttar Pradesh,65,Kushi Nagar,HARIKESH,Azad Adhikar Sena,4097,Lost
S24,Uttar Pradesh,65,Kushi Nagar,RAMCHANDRA SINGH,Independent,3621,Lost
S24,Uttar Pradesh,65,Kushi Nagar,SUNIL KUMAR SHUKLA,Bhartiya Lok Nayak Party,3532,Lost
S24,Uttar Pradesh,65,Kushi Nagar,AMIY UPADHYAY,Independent,2433,Lost
S24,Uttar Pradesh,65,Kushi Nagar,VEDPRAKASH MISHRA,Subhashwadi Bhartiya Samajwadi Party (Subhas Party),2335,Lost
S24,Uttar Pradesh,65,Kushi Nagar,NOTA,NOTA,9782,NOTA
S24,Uttar Pradesh,66,Deoria,SHASHANK MANI,Bharatiya Janata Party,504541,Won
S24,Uttar Pradesh,66,Deoria,AKHILESH PRATAP SINGH,Indian National Congress,469699,Lost
S24,Uttar Pradesh,66,Deoria,SANDESH,Bahujan Samaj Party,45564,Lost
S24,Uttar Pradesh,66,Deoria,SATENDER KUMAR MALL,Independent,4158,Lost
S24,Uttar Pradesh,66,Deoria,MUKTINATH SINGH,Janta Samta Party,3264,Lost
S24,Uttar Pradesh,66,Deoria,AGAMSWAROOP,Rashtriya Samanta Dal,3182,Lost
S24,Uttar Pradesh,66,Deoria,RAFIK ANSARI,Independent,2688,Lost
S24,Uttar Pradesh,66,Deoria,NOTA,NOTA,10212,NOTA
S24,Uttar Pradesh,67,Bansgaon,KAMLESH PASWAN,Bharatiya Janata Party,428693,Won
S24,Uttar Pradesh,67,Bansgaon,SADAL PRASAD,Indian National Congress,425543,Lost
S24,Uttar Pradesh,67,Bansgaon,RAMSAMUJH,Bahujan Samaj Party,64750,Lost
S24,Uttar Pradesh,67,Bansgaon,GAYA PRASAD,Independent,6638,Lost
S24,Uttar Pradesh,67,Bansgaon,SHRVAN KUMAR NIRALA,Independent,4142,Lost
S24,Uttar Pradesh,67,Bansgaon,HEERALAL,Independent,2597,Lost
S24,Uttar Pradesh,67,Bansgaon,MURLI DHAR,Independent,1745,Lost
S24,Uttar Pradesh,67,Bansgaon,RAJENDRA CHAUDHARI,Independent,1634,Lost
S24,Uttar Pradesh,67,Bansgaon,NOTA,NOTA,9021,NOTA
S24,Uttar Pradesh,68,Lalganj,DAROGA PRASAD SAROJ,Samajwadi Party,439959,Won
S24,Uttar Pradesh,68,Lalganj,NEELAM SONKER,Bharatiya Janata Party,324936,Lost
S24,Uttar Pradesh,68,Lalganj,INDU CHAUDHRI,Bahujan Samaj Party,210053,Lost
S24,Uttar Pradesh,68,Lalganj,GANGADEEN,Communist Party of India,12271,Lost
S24,Uttar Pradesh,68,Lalganj,BALINDAR,Janta Kranti Party (Rashtravadi),4158,Lost
S24,Uttar Pradesh,68,Lalganj,SUSHMITA SAROJ,Independent,2626,Lost
S24,Uttar Pradesh,68,Lalganj,RAM PYARE SHARAN VIJAITA,Independent,2341,Lost
S24,Uttar Pradesh,68,Lalganj,NOTA,NOTA,7094,NOTA
S24,Uttar Pradesh,69,Azamgarh,DHARMENDRA YADAV,Samajwadi Party,508239,Won
S24,Uttar Pradesh,69,Azamgarh,DINESH LAL YADAV “NIRAHUA”,Bharatiya Janata Party,347204,Lost
S24,Uttar Pradesh,69,Azamgarh,MASHHOD SABEEHA ANSARI,Bahujan Samaj Party,179839,Lost
S24,Uttar Pradesh,69,Azamgarh,RAVINDRA NATH SHARMA,Moulik Adhikar Party,3042,Lost
S24,Uttar Pradesh,69,Azamgarh,PARAS YADAV,Jan Raajya Party,2491,Lost
S24,Uttar Pradesh,69,Azamgarh,SHASHIDHAR,Independent,2232,Lost
S24,Uttar Pradesh,69,Azamgarh,MAHENDRA NATH YADAV,Moolniwasi Samaj Party,1905,Lost
S24,Uttar Pradesh,69,Azamgarh,VIJAY KUMAR,Independent,1735,Lost
S24,Uttar Pradesh,69,Azamgarh,PANKAJ KUMAR YADAV,Independent,1599,Lost
S24,Uttar Pradesh,69,Azamgarh,NOTA,NOTA,6234,NOTA
S24,Uttar Pradesh,7,Rampur,MOHIBBULLAH,Samajwadi Party,481503,Won
S24,Uttar Pradesh,7,Rampur,GHANSHYAM SINGH LODHI,Bharatiya Janata Party,394069,Lost
S24,Uttar Pradesh,7,Rampur,ZEESHAN KHAN,Bahujan Samaj Party,79692,Lost
S24,Uttar Pradesh,7,Rampur,ARSHAD WARSI,Minorities Democratic Party,2927,Lost
S24,Uttar Pradesh,7,Rampur,MEHMOOD PRACHA,Independent,2759,Lost
S24,Uttar Pradesh,7,Rampur,SHIV PRASAD,Independent,1476,Lost
S24,Uttar Pradesh,7,Rampur,NOTA,NOTA,5653,NOTA
S24,Uttar Pradesh,70,Ghosi,RAJEEV RAI,Samajwadi Party,503131,Won
S24,Uttar Pradesh,70,Ghosi,DR. ARVIND RAJBHAR,Suheldev Bharatiya Samaj Party,340188,Lost
S24,Uttar Pradesh,70,Ghosi,BALKRISHNA CHAUHAN,Bahujan Samaj Party,209404,Lost
S24,Uttar Pradesh,70,Ghosi,LILAWATI RAJBHAR,Moolniwasi Samaj Party,47527,Lost
S24,Uttar Pradesh,70,Ghosi,PAWAN KUMAR CHAUHAN,Independent,7077,Lost
S24,Uttar Pradesh,70,Ghosi,VINOD KUMAR RAI,Communist Party of India,6993,Lost
S24,Uttar Pradesh,70,Ghosi,ROLI GUPTA,Akhil Bhartiya Hamara Samaj Party,4225,Lost
S24,Uttar Pradesh,70,Ghosi,VIRENDRA,Rashtriya Jantantrik Bharat Vikas Party,2347,Lost
S24,Uttar Pradesh,70,Ghosi,VIJAY,Socialist Unity Centre Of India (COMMUNIST),2241,Lost
S24,Uttar Pradesh,70,Ghosi,AWADHESH KUMAR CHAUHAN,Janta Kranti Party (Rashtravadi),2239,Lost
S24,Uttar Pradesh,70,Ghosi,SATISH CHAND PRAJAPATI FAUJI,Samajhdar Party,1921,Lost
S24,Uttar Pradesh,70,Ghosi,MADAN RAJBHAR,Mang Samaj Party,1905,Lost
S24,Uttar Pradesh,70,Ghosi,SAUDAGER,Independent,1892,Lost
S24,Uttar Pradesh,70,Ghosi,RAJENDRA RAM,Independent,1649,Lost
S24,Uttar Pradesh,70,Ghosi,YAKUB ANSARI,Peace Party,1573,Lost
S24,Uttar Pradesh,70,Ghosi,PREM CHAND,Pragatisheel Manav Samaj Party,1561,Lost
S24,Uttar Pradesh,70,Ghosi,SANTOSH KUMAR GUPTA,Janlok Vikas Party,1473,Lost
S24,Uttar Pradesh,70,Ghosi,JYOTIRMA PATHAK,Independent,1204,Lost
S24,Uttar Pradesh,70,Ghosi,BADRI NATH,Independent,1170,Lost
S24,Uttar Pradesh,70,Ghosi,PREMCHAND NAYAK,Independent,1117,Lost
S24,Uttar Pradesh,70,Ghosi,RAMNARESH YADAV,Jan Raajya Party,885,Lost
S24,Uttar Pradesh,70,Ghosi,RAJIV KUMAR SINGH,Independent,857,Lost
S24,Uttar Pradesh,70,Ghosi,ISHWAR DAYAL SINGH SETH,Bhartiya Sabka Dal,841,Lost
S24,Uttar Pradesh,70,Ghosi,PRAGYESH KUMAR,Independent,818,Lost
S24,Uttar Pradesh,70,Ghosi,RAMVACHAN,Sardar Patel Siddhant Party,773,Lost
S24,Uttar Pradesh,70,Ghosi,GOPAL SINGH,Azad Adhikar Sena,737,Lost
S24,Uttar Pradesh,70,Ghosi,RAJENDRA AGRAWAL,Independent,730,Lost
S24,Uttar Pradesh,70,Ghosi,ISMAIL ANSARI,Aawami Pichhada Party,594,Lost
S24,Uttar Pradesh,70,Ghosi,NOTA,NOTA,3518,NOTA
S24,Uttar Pradesh,71,Salempur,RAMASHANKAR RAJBHAR,Samajwadi Party,405472,Won
S24,Uttar Pradesh,71,Salempur,RAVINDAR KUSHAWAHA,Bharatiya Janata Party,401899,Lost
S24,Uttar Pradesh,71,Salempur,BHIM RAJBHAR,Bahujan Samaj Party,80599,Lost
S24,Uttar Pradesh,71,Salempur,JAIBAHADUR ALIAS JAIBAHADUR CHAUHAN,Janta Kranti Party (Rashtravadi),8263,Lost
S24,Uttar Pradesh,71,Salempur,SHREENARAYAN MISHRA,Akhil Bhartiya Sarvjan Hit Party,3892,Lost
S24,Uttar Pradesh,71,Salempur,SADDAM HUSSAIN,Independent,3215,Lost
S24,Uttar Pradesh,71,Salempur,SHRIKRISHNA,Independent,2532,Lost
S24,Uttar Pradesh,71,Salempur,AMRESH THAKUR,Independent,2156,Lost
S24,Uttar Pradesh,71,Salempur,SURYA PRAKASH GAUTAM,Sardar Patel Siddhant Party,1785,Lost
S24,Uttar Pradesh,71,Salempur,NOTA,NOTA,7549,NOTA
S24,Uttar Pradesh,72,Ballia,SANATAN PANDEY,Samajwadi Party,467068,Won
S24,Uttar Pradesh,72,Ballia,NEERAJ SHEKHAR,Bharatiya Janata Party,423684,Lost
S24,Uttar Pradesh,72,Ballia,LALLAN SINGH YADAV,Bahujan Samaj Party,85205,Lost
S24,Uttar Pradesh,72,Ballia,SUMESHWAR,Independent,5056,Lost
S24,Uttar Pradesh,72,Ballia,SHESHNATH,Independent,3588,Lost
S24,Uttar Pradesh,72,Ballia,RAVI KANT SINGH ALIAS RAVI PATEL,Sardar Patel Siddhant Party,3181,Lost
S24,Uttar Pradesh,72,Ballia,RAMNIVAS GOND,Gondvana Gantantra Party,2672,Lost
S24,Uttar Pradesh,72,Ballia,SURYA BALI PRASAD,Aazad Samaj Party (Kanshi Ram),2148,Lost
S24,Uttar Pradesh,72,Ballia,RANJANA,Independent,1878,Lost
S24,Uttar Pradesh,72,Ballia,ASHOK GUPTA,Independent,1347,Lost
S24,Uttar Pradesh,72,Ballia,MANINDR,Independent,1187,Lost
S24,Uttar Pradesh,72,Ballia,AVADHESH VERMA,Independent,1161,Lost
S24,Uttar Pradesh,72,Ballia,PRAKASH KUMAR,Independent,960,Lost
S24,Uttar Pradesh,72,Ballia,NOTA,NOTA,8187,NOTA
S24,Uttar Pradesh,73,Jaunpur,BABU SINGH KUSHWAHA,Samajwadi Party,509130,Won
S24,Uttar Pradesh,73,Jaunpur,KRIPASHANKAR SINGH,Bharatiya Janata Party,409795,Lost
S24,Uttar Pradesh,73,Jaunpur,SHYAM SINGH YADAV,Bahujan Samaj Party,157137,Lost
S24,Uttar Pradesh,73,Jaunpur,ASHOK SINGH,Samaj Vikas Kranti Party,2755,Lost
S24,Uttar Pradesh,73,Jaunpur,SARFARAZ AHMAD,Independent,2750,Lost
S24,Uttar Pradesh,73,Jaunpur,JIYALAL PRAJAPATI,Bhagidari Party(P),2235,Lost
S24,Uttar Pradesh,73,Jaunpur,SHRIPATI MAURYA,Independent,2094,Lost
S24,Uttar Pradesh,73,Jaunpur,SHAH ALAM,Apna Dal (Kamerawadi),2003,Lost
S24,Uttar Pradesh,73,Jaunpur,FULACHANDR,Moulik Adhikar Party,1633,Lost
S24,Uttar Pradesh,73,Jaunpur,KRIPASHANKAR C PANDEY,Independent,1447,Lost
S24,Uttar Pradesh,73,Jaunpur,GOVIND LAL,Independent,1389,Lost
S24,Uttar Pradesh,73,Jaunpur,RAM PYARE,Socialist Unity Centre Of India (COMMUNIST),1161,Lost
S24,Uttar Pradesh,73,Jaunpur,NISHA PATEL,Sardar Patel Siddhant Party,1128,Lost
S24,Uttar Pradesh,73,Jaunpur,BHARAT RAM,Pachchasi Parivartan Samaj Party,802,Lost
S24,Uttar Pradesh,73,Jaunpur,NOTA,NOTA,6329,NOTA
S24,Uttar Pradesh,74,Machhlishahr,PRIYA SAROJ,Samajwadi Party,451292,Won
S24,Uttar Pradesh,74,Machhlishahr,BHOLANATH (B.P. SAROJ),Bharatiya Janata Party,415442,Lost
S24,Uttar Pradesh,74,Machhlishahr,KRIPA SHANKAR SAROJ,Bahujan Samaj Party,157291,Lost
S24,Uttar Pradesh,74,Machhlishahr,SHRAVAN KUMAR,Independent,5807,Lost
S24,Uttar Pradesh,74,Machhlishahr,URMILA,Samaj Parivartan Party,5303,Lost
S24,Uttar Pradesh,74,Machhlishahr,SUBAS,Independent,3693,Lost
S24,Uttar Pradesh,74,Machhlishahr,RANG BAHADUR,Independent,2718,Lost
S24,Uttar Pradesh,74,Machhlishahr,BRIJESH KUMAR SAROJ,Prabuddhwadi Bahujan Morcha,2365,Lost
S24,Uttar Pradesh,74,Machhlishahr,RAJENDRA PRASAD,Rashtra Uday Party,2067,Lost
S24,Uttar Pradesh,74,Machhlishahr,RAM MILAN,Sardar Patel Siddhant Party,1716,Lost
S24,Uttar Pradesh,74,Machhlishahr,KAMLESH,Azad Samaj Party,1702,Lost
S24,Uttar Pradesh,74,Machhlishahr,BRIJESH KUMAR,Prithviraj Janshakti Party,1364,Lost
S24,Uttar Pradesh,74,Machhlishahr,NOTA,NOTA,9303,NOTA
S24,Uttar Pradesh,75,Ghazipur,AFZAL ANSARI,Samajwadi Party,539912,Won
S24,Uttar Pradesh,75,Ghazipur,PARS NATH RAI,Bharatiya Janata Party,415051,Lost
S24,Uttar Pradesh,75,Ghazipur,UMESH KUMAR SINGH,Bahujan Samaj Party,164964,Lost
S24,Uttar Pradesh,75,Ghazipur,AJAY,Vishwa Kalyan Rashtriya Manav Samaj Party,5074,Lost
S24,Uttar Pradesh,75,Ghazipur,NUSRAT ANSARI,Independent,4616,Lost
